target_family,noise_mode,metric,display_name,semantic_group,direction,accuracy_metric,source,weight,noise_share,h2_ceiling,communality,psi,dominant_factor,max_loading,loading_factor_1,loading_factor_2,loading_factor_3,loading_factor_4,loading_factor_5
task_proxy_irt,variable,irt_task_group/arc_challenge_5shot/selected_proxy,arc_challenge_5shot,arc,maximize,irt_task_group/arc_challenge_5shot/accuracy_reference,task_proxy_group,1.0,0.3855383767868043,0.6144616232131956,0.5496054565330105,0.3855383767868043,3,0.6490286384509615,0.2131280633744649,0.06165481400429197,0.6490286384509615,0.0,0.0
task_proxy_irt,variable,irt_task_group/arc_easy/selected_proxy,arc_easy,arc,maximize,irt_task_group/arc_easy/accuracy_reference,task_proxy_group,1.0,0.5438138736591628,0.4561861263408372,0.5818045061461478,0.5438138736591628,3,0.8585092889519849,0.13713768232707835,0.0,0.8585092889519849,0.02689121987043774,0.0
task_proxy_irt,variable,irt_task_group/arc_easy_5shot/selected_proxy,arc_easy_5shot,arc,maximize,irt_task_group/arc_easy_5shot/accuracy_reference,task_proxy_group,1.0,0.3253735028798741,0.6746264971201259,0.6943804099431009,0.3253735028798741,3,0.8426233072132959,0.15809499851866865,0.043491289287536844,0.8426233072132959,0.0005945716987431652,0.048602558167717795
task_proxy_irt,variable,irt_task_group/boolq_10shot/selected_proxy,boolq_10shot,commonsense_qa,maximize,irt_task_group/boolq_10shot/accuracy_reference,task_proxy_group,1.0,0.9263157442655369,0.07368425573446313,0.01801622540077714,0.9263157442655369,4,0.13036447805474674,0.0,0.0,0.0,0.13036447805474674,0.0
task_proxy_irt,variable,irt_task_group/gsm8k/selected_proxy,gsm8k,gsm8k,maximize,irt_task_group/gsm8k/accuracy_reference,task_proxy_group,1.0,0.3322275748736599,0.6677724251263402,0.4042826510242958,0.3322275748736599,5,0.3169798030931713,0.0,0.0,0.2581475815400225,0.2415561152275664,0.3169798030931713
task_proxy_irt,variable,irt_task_group/hellaswag_0shot/selected_proxy,hellaswag_0shot,hellaswag_swag,maximize,irt_task_group/hellaswag_0shot/accuracy_reference,task_proxy_group,1.0,0.03746496982072965,0.9625350301792703,0.9639014184527146,0.03746496982072965,4,0.6704575066134374,0.6097978474064943,0.35962144506632776,0.22282328108584193,0.6704575066134374,0.0064905247333263034
task_proxy_irt,variable,irt_task_group/hellaswag_5shot/selected_proxy,hellaswag_5shot,hellaswag_swag,maximize,irt_task_group/hellaswag_5shot/accuracy_reference,task_proxy_group,1.0,0.03756959384912695,0.962430406150873,0.9641310329920401,0.03756959384912695,4,0.6566012889905609,0.587549659920632,0.4524284900273693,0.15888235855137475,0.6566012889905609,0.059729505293975964
task_proxy_irt,variable,irt_task_group/humaneval/selected_proxy,humaneval,humaneval,maximize,irt_task_group/humaneval/accuracy_reference,task_proxy_group,1.0,0.011801855634478718,0.9881981443655213,0.9876326646039393,0.011801855634478718,5,0.970811253851964,0.0,0.0,0.0,0.0,0.970811253851964
task_proxy_irt,variable,irt_task_group/lambada_0shot/selected_proxy,lambada_0shot,other_task,maximize,irt_task_group/lambada_0shot/accuracy_reference,task_proxy_group,1.0,0.046153433776655046,0.953846566223345,0.9506665639735663,0.046153433776655046,2,0.9302604739827761,0.0,0.9302604739827761,0.019942621527834496,0.15363898506537063,0.0
task_proxy_irt,variable,irt_task_group/medmcqa_5shot/selected_proxy,medmcqa_5shot,commonsense_qa,maximize,irt_task_group/medmcqa_5shot/accuracy_reference,task_proxy_group,1.0,0.29508867962333496,0.704911320376665,0.053747647344943555,0.29508867962333496,2,0.1004416260433947,0.0,0.1004416260433947,0.0,0.08168645519334543,0.0
task_proxy_irt,variable,irt_task_group/mmlu_standard/selected_proxy,mmlu_standard,mmlu,maximize,irt_task_group/mmlu_standard/accuracy_reference,task_proxy_group,1.0,0.43706177500202925,0.5629382249979707,0.07484803441736716,0.43706177500202925,4,0.16177634453721454,0.06898417115798694,0.0665262153094856,0.0,0.16177634453721454,0.0019208299935803475
task_proxy_irt,variable,irt_task_group/openbookqa_0shot/selected_proxy,openbookqa_0shot,commonsense_qa,maximize,irt_task_group/openbookqa_0shot/accuracy_reference,task_proxy_group,1.0,0.9365464059852686,0.06345359401473138,0.19818573361323968,0.9365464059852686,3,0.36829325866096685,0.23345922101216166,0.12628270479414344,0.36829325866096685,0.15936511994451383,0.0
task_proxy_irt,variable,irt_task_group/piqa/selected_proxy,piqa,commonsense_qa,maximize,irt_task_group/piqa/accuracy_reference,task_proxy_group,1.0,0.17995133209690214,0.8200486679030978,0.8240924269987437,0.17995133209690214,1,0.9163743863300102,0.9163743863300102,0.042927309216194774,0.0,0.03810346796911833,0.0
task_proxy_irt,variable,irt_task_group/piqa_5shot/selected_proxy,piqa_5shot,commonsense_qa,maximize,irt_task_group/piqa_5shot/accuracy_reference,task_proxy_group,1.0,0.16342881579318774,0.8365711842068122,0.8407549063154671,0.16342881579318774,1,0.9279075247344694,0.9279075247344694,0.0,0.02199786061028348,0.0,0.0367031839195961
task_proxy_irt,variable,irt_task_group/swag_0shot/selected_proxy,swag_0shot,hellaswag_swag,maximize,irt_task_group/swag_0shot/accuracy_reference,task_proxy_group,1.0,0.026220593379094624,0.9737794066209053,0.9729428491236847,0.026220593379094624,2,0.9438437978051247,0.1397702286764386,0.9438437978051247,0.16558621651678573,0.07117312336087026,0.0
task_proxy_irt,variable,irt_task_group/winogrande_5shot/selected_proxy,winogrande_5shot,commonsense_qa,maximize,irt_task_group/winogrande_5shot/accuracy_reference,task_proxy_group,1.0,0.5490541203832366,0.45094587961676336,0.022358723072520126,0.5490541203832366,4,0.11156991254865337,0.0,0.010443180255377337,0.0,0.11156991254865337,0.0
task_proxy_irt,variable,irt_task_group/wsc273_0shot/selected_proxy,wsc273_0shot,commonsense_qa,maximize,irt_task_group/wsc273_0shot/accuracy_reference,task_proxy_group,1.0,0.8536415661502672,0.1463584338497328,0.12702823704192753,0.8536415661502672,2,0.2804139935519123,0.17845326906257628,0.2804139935519123,0.10834436064262333,0.044714379701464205,0.0
