stage,start_id,eta,beta,a_broad_text,a_tech_code,a_reasoning,tau_broad_text,tau_tech_code,tau_reasoning,reg,lam,cv_rmse,cv_regret_at_1,cv_foldmean_regret_at_1,lower_tail_optimism,cv_depopt_best8,cv_rawopt_nearest_tv,objective,oof_spearman,oof_pearson
coarse,6,5.627794351309641,0.2629059619755788,0.6462737477673589,0.24863794840719378,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.01499397738048712,0.021603047847747803,0.021426808834075904,0.005640733960612298,,,0.018885684802497065,0.6387353140779521,0.5967936508627827
coarse,14,4.0,0.9,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.015638337721356928,0.021603047847747803,0.021426808834075904,0.006047270021513585,,,0.019733313173817515,0.5767812667095957,0.5444669569041021
coarse,13,1.0,0.5,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.01730045612451276,0.021603047847747803,0.011016201972961426,0.003823450408957419,,,0.019762991427639542,0.6966640291171915,0.49184892482163783
coarse,11,4.0,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.015710700316503522,0.021603047847747803,0.021426808834075904,0.006139244030321382,,,0.019851662773368008,0.5759497824127524,0.5403845034060727
coarse,1,4.302235481047713,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.015732827786358917,0.021603047847747803,0.021426808834075904,0.006143883976934676,,,0.01987611021653005,0.5706882310679621,0.5382108334031168
coarse,5,5.627794351309641,0.2629059619755788,0.48470531082551915,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.015903392833728158,0.021603047847747803,0.023836612701416036,0.005843109243299449,,,0.020016778090448686,0.5625960768674211,0.5253421736306583
coarse,8,5.627794351309641,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.693090495213877,5.604261068631515,5.536810831800622,0.0,0.0,0.015833101110057986,0.021603047847747803,0.021426808834075904,0.006359819069557515,,,0.02008435108654054,0.5579611022839993,0.5287863779954693
coarse,10,1.0,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.01763679769823403,0.021603047847747803,0.011016201972961426,0.0037942193402952422,,,0.020084717467029722,0.6970027192584719,0.4789614001088466
coarse,4,5.627794351309641,0.3429059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.7042610686315145,5.136810831800622,0.0,0.0,0.01579724690297355,0.021603047847747803,0.021426808834075904,0.006486465578310701,,,0.020111820133832697,0.5582684635872114,0.5317255182885439
coarse,0,5.627794351309641,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.015818645221522036,0.021603047847747803,0.023836612701416036,0.006463408110866485,,,0.020242179912026082,0.5574733884805556,0.530347028511085
coarse,3,5.627794351309641,0.1829059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,2.793090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.015831992115483196,0.021603047847747803,0.023836612701416036,0.0065261634611332164,,,0.020286904481120607,0.5562066873521672,0.529825097310907
coarse,7,5.627794351309641,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.28034664000051845,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.015813230735229836,0.021603047847747803,0.023836612701416036,0.006731765376359132,,,0.020370944058480205,0.5583057195027521,0.5310455239698715
coarse,12,12.0,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.016004367018683283,0.021603047847747803,0.023836612701416036,0.00682454811729716,,,0.020608471712402664,0.5341571124294626,0.5141134742729265
coarse,2,6.953353221571568,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.015877720613563795,0.021603047847747803,0.023836612701416036,0.007310594715811282,,,0.02072484860654024,0.5488596514624429,0.5250886855757857
coarse,9,0.25,0.2629059619755788,0.6462737477673589,0.1657586322714625,0.2076641777781618,3.193090495213877,6.2042610686315145,5.136810831800622,0.0,0.0,0.029359178351645653,0.0006219148635864258,0.004482328891754084,0.0031932481893575206,,,0.031179918890912116,0.5706526686031276,0.1395215063934772
