domain_name,phase0_weight,phase0_epochs,phase1_weight,phase1_epochs
dolma3_arxiv,1.618345879225049e-09,2.9000613360872403e-07,1.3740759478575208e-08,6.1558295114534e-07
dolma3_cc/art_and_design_high,5.115280867105691e-09,2.2671484873207436e-07,4.660471395323007e-05,0.0005163929874336769
dolma3_cc/art_and_design_low,4.476604505098502e-09,4.888237767239714e-07,0.0004835708295367412,0.013200904778302072
dolma3_cc/crime_and_law_high,6.702911863042717e-08,2.2071115946948693e-06,1.0183356505517059e-07,8.382850869694811e-07
dolma3_cc/crime_and_law_low,0.03784685227687347,2.774246332836412,1.5767375694996607e-05,0.0002889446649373497
dolma3_cc/education_and_jobs_high,8.426050790604993e-08,1.6969237566706735e-06,1.4985787165846586e-07,7.544975364523552e-07
dolma3_cc/education_and_jobs_low,0.02791858445100859,1.1478686781315355,1.6730391803562292e-05,0.00017196692724408475
dolma3_cc/electronics_and_hardware_high,1.160729747298132e-08,4.430382951382779e-07,4.3542436970004986e-08,4.1549221699239493e-07
dolma3_cc/electronics_and_hardware_low,0.11427426375469858,9.279561665926025,0.002424679466546589,0.0492236000711021
dolma3_cc/entertainment_high,1.7820496476364472e-09,2.1297033813016818e-08,7.407161413428998e-09,2.2130495534944438e-08
dolma3_cc/entertainment_low,9.78536258222138e-10,3.213507464301431e-08,8.14384688538764e-09,6.686086625412556e-08
dolma3_cc/finance_and_business_high,1.1521164322959117e-09,1.0717399731193349e-08,9.556356038642353e-09,2.2224161718541463e-08
dolma3_cc/finance_and_business_low,2.269253645122118e-09,4.4301742410867465e-08,1.1899310583714871e-08,5.807638488097222e-08
dolma3_cc/food_and_dining_high,1.6829202467420142e-09,4.9846953407797856e-08,1.773188611381299e-10,1.3130160247622084e-09
dolma3_cc/food_and_dining_low,5.378459612516942e-07,3.2365017388944796e-05,0.6017233267744707,9.052213522746849
dolma3_cc/games_high,8.058114898681733e-08,1.8046734765659277e-06,7.769015353087793e-07,4.349818823334444e-06
dolma3_cc/games_low,0.0022671012910085477,0.13542471997863675,0.0016595935058336924,0.02478384917088431
dolma3_cc/health_high,7.327520066575266e-09,8.514585014362226e-08,1.4636156829985654e-08,4.251806903297106e-08
dolma3_cc/health_low,0.21061834743760818,5.74233138536671,0.02803616739927009,0.19109560722139224
dolma3_cc/history_and_geography_high,5.6633152307356166e-09,2.121000848633727e-07,3.9820435215481646e-08,3.72834521141561e-07
dolma3_cc/history_and_geography_low,0.05970756334053106,8.125643341147207,6.9111103191062125e-06,0.00023513443859740518
dolma3_cc/industrial_high,1.9162750453677173e-08,1.1872579529638392e-06,1.5382508494873434e-07,2.382617984722514e-06
dolma3_cc/industrial_low,0.08566789586625871,10.02452611530477,1.5915841861084644e-05,0.00046560257716783725
dolma3_cc/literature_high,6.435155650014563e-09,1.2604608708036258e-07,2.0339881166810222e-08,9.959986098977208e-08
dolma3_cc/literature_low,0.05650768858731804,4.15114555250505,5.8447561212416965e-06,0.00010734129277238885
dolma3_cc/science_math_and_technology_high,8.881280000501387e-10,1.8491225069612148e-08,9.13401434094634e-09,4.754357338074261e-08
dolma3_cc/science_math_and_technology_low,8.135006433590309e-10,3.710401548687603e-08,8.926899833775411e-09,1.0178966433097561e-07
dolma3_finemath_3plus,0.0010776930943873478,0.16038199531700725,0.05747666158760348,2.138415314524366
dolma3_stack_edu,1.6767285817683371e-09,6.328355521486781e-08,8.188310746908997e-09,7.726137385962823e-08
dolma3_wikipedia,1.805322046526716e-05,0.024897385019724105,0.0009772134235377693,0.3369213113398728
dolmino_common_crawl_hq,0.1803807873316657,0.692746510534147,0.0001632025241314923,0.00015669348822413214
dolmino_olmocr_pdfs_hq,0.06011041713312523,1.4772414698291125,8.901587582676054e-05,0.0005469016416623089
dolmino_stack_edu_fim,1.4877791559878673e-09,5.623101760642082e-08,9.400777712302629e-09,8.882623723538176e-08
dolmino_stem_heavy_crawl,7.340813341122221e-13,7.124540100655202e-10,4.418514769350603e-10,1.0720843929932692e-07
dolmino_synth_code,1.754928909353563e-09,4.708280644577041e-07,1.8422856897252657e-08,1.235662312086169e-06
dolmino_synth_instruction,0.06967131234304515,19.607259037547372,3.892357552011915e-10,2.7385182014828865e-08
dolmino_synth_math,1.9921614140449162e-09,4.619714144634894e-07,1.8215498532336012e-08,1.0560187998339514e-06
dolmino_synth_qa,1.476758669502979e-06,1.4175411986148166e-05,0.2937408234572947,0.7049048154663918
dolmino_synth_thinking,0.09393111551149273,11.913035650722108,0.013116546165028957,0.41588423928387636
