domain_name,phase0_weight,phase0_epochs,phase1_weight,phase1_epochs
dolma3_arxiv,3.4166425383082837e-13,6.12259285964477e-11,4.875363599730422e-16,2.184151987601647e-14
dolma3_cc/art_and_design_high,2.6596894061607564e-12,1.1788034656505942e-10,8.327655229740883e-15,9.227269942519474e-14
dolma3_cc/art_and_design_low,0.010495458697571467,1.1460538345869464,5.9069658517990215e-15,1.612530967035021e-13
dolma3_cc/crime_and_law_high,1.2622921101091966e-11,4.1564317255533414e-10,5.353334022487438e-15,4.406818198092442e-14
dolma3_cc/crime_and_law_low,0.004097262834467418,0.30033716701280105,3.917515806994767e-15,7.17903419145438e-14
dolma3_cc/education_and_jobs_high,8.893747843333783e-11,1.7911133431594296e-09,3.708244189197363e-15,1.8670097702239143e-14
dolma3_cc/education_and_jobs_low,0.0007492710791212452,0.03080617517203749,3.5517952838794687e-15,3.650789104883558e-14
dolma3_cc/electronics_and_hardware_high,5.416874166798507e-13,2.0675637041467012e-11,2.137160684126682e-13,2.0393291981532307e-12
dolma3_cc/electronics_and_hardware_low,0.040452673709651533,3.284931076397868,5.339821093932628e-13,1.084041093288667e-11
dolma3_cc/entertainment_high,5.078281907228155e-13,6.0689858800350056e-12,2.7060990462542586e-16,8.085055734261855e-16
dolma3_cc/entertainment_low,9.892375048964816e-13,3.2486502970543155e-11,9.820963892585916e-17,8.062997285557731e-16
dolma3_cc/finance_and_business_high,7.005897342071877e-12,6.517136652678552e-11,1.872234465279872e-14,4.354048903489592e-14
dolma3_cc/finance_and_business_low,0.0037709574350808443,0.07361891223151779,6.118087473292923e-14,2.986025117460945e-13
dolma3_cc/food_and_dining_high,5.404966204810491e-16,1.6009142388267426e-14,6.011843258686617e-15,4.4516677393191115e-14
dolma3_cc/food_and_dining_low,0.5184080356855709,31.195335278683135,0.9999999936241688,15.043813430926342
dolma3_cc/games_high,1.8671483156177447e-12,4.181614539352547e-11,7.569844725877082e-15,4.2383045446360313e-14
dolma3_cc/games_low,0.007332867636996232,0.43802698640732163,2.0150375096998627e-14,3.009193850092123e-13
dolma3_cc/health_high,4.878180200372885e-13,5.6684498512559405e-12,6.44730890534863e-14,1.8729447101365258e-13
dolma3_cc/health_low,0.0238194631704377,0.6494175488994813,7.284599909512062e-13,4.965211625571005e-12
dolma3_cc/history_and_geography_high,5.642533151892183e-13,2.1132176324313034e-11,6.0008748986617234e-15,5.618555666621926e-14
dolma3_cc/history_and_geography_low,0.01642654713009195,2.2355000914107848,1.5696274235924663e-14,5.340291878038447e-13
dolma3_cc/industrial_high,1.8815810306232133e-12,1.1657627375326154e-10,2.2697536799412445e-13,3.5156528212030175e-12
dolma3_cc/industrial_low,0.028704265121999462,3.358862178491392,1.0254123703765165e-13,2.9997448232659833e-12
dolma3_cc/literature_high,1.1175567469503875e-12,2.1889704415003003e-11,2.4149937093035186e-15,1.1825685497627016e-14
dolma3_cc/literature_low,0.0048776454597620625,0.3583196687597647,6.388397490822233e-15,1.1732548479081124e-13
dolma3_cc/science_math_and_technology_high,4.346712050396657e-12,9.050050311682809e-11,7.288474208237521e-16,3.793732913244899e-15
dolma3_cc/science_math_and_technology_low,5.6114369731289244e-11,2.559393727027628e-09,3.7812325639560945e-16,4.311579614528566e-15
dolma3_finemath_3plus,0.054066932856348955,8.046226348978735,3.697334822122299e-12,1.3755909247616774e-10
dolma3_stack_edu,3.4166425383082837e-13,1.2895187037037801e-11,4.875363599730422e-16,4.600183132065265e-15
dolma3_wikipedia,0.001083320063838735,1.4940180219300245,1.2806774458226765e-19,4.41548912506622e-17
dolmino_common_crawl_hq,0.01471017242857161,0.056493935800998034,1.8572404357072004e-12,1.783167778136786e-12
dolmino_olmocr_pdfs_hq,0.005005568787335276,0.12301418199041275,1.5613333332918447e-13,9.59262328465111e-13
dolmino_stack_edu_fim,3.4166425383082837e-13,1.291329334419215e-11,4.875363599730422e-16,4.6066423116425905e-15
dolmino_stem_heavy_crawl,0.0017694392146346567,1.7173084308951052,4.097517416562713e-19,9.941993410968307e-17
dolmino_synth_code,0.0011915731375914576,0.31968592633113346,2.0608667870918218e-15,1.3822695541966848e-13
dolmino_synth_instruction,1.3965476823046308e-11,3.930236311669925e-09,2.905957270146294e-21,2.0445236005910452e-19
dolmino_synth_math,3.4166425383082837e-13,7.923008522354692e-11,4.875363599730422e-16,2.8264258637785394e-14
dolmino_synth_qa,0.26303854535595184,2.5249079796583622,6.367310234742645e-09,1.5279958683342723e-08
dolmino_synth_thinking,3.101115200623491e-17,3.933062621565878e-15,7.597418522548201e-13,2.408901385332192e-11
