continuation_id,role,fit_budget,source,concentration,tv_to_proportional,hellinger_to_proportional,max_phase_1_materialized_epoch,max_total_materialized_epoch_across_candidate_prefixes,weights_json
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,20.0,0.22998046875,0.34118665883648325,1.8694813717926688,9.405571234274749,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.0, ""dolma3_cc/art_and_design_low"": 0.0, ""dolma3_cc/crime_and_law_high"": 0.0185546875, ""dolma3_cc/crime_and_law_low"": 0.10107421875, ""dolma3_cc/education_and_jobs_high"": 0.03955078125, ""dolma3_cc/education_and_jobs_low"": 0.00146484375, ""dolma3_cc/electronics_and_hardware_high"": 0.00439453125, ""dolma3_cc/electronics_and_hardware_low"": 0.0, ""dolma3_cc/entertainment_high"": 0.064453125, ""dolma3_cc/entertainment_low"": 0.005859375, ""dolma3_cc/finance_and_business_high"": 0.08447265625, ""dolma3_cc/finance_and_business_low"": 0.0400390625, ""dolma3_cc/food_and_dining_high"": 0.0185546875, ""dolma3_cc/food_and_dining_low"": 0.0, ""dolma3_cc/games_high"": 0.0, ""dolma3_cc/games_low"": 0.00048828125, ""dolma3_cc/health_high"": 0.06396484375, ""dolma3_cc/health_low"": 0.03271484375, ""dolma3_cc/history_and_geography_high"": 0.06591796875, ""dolma3_cc/history_and_geography_low"": 0.00048828125, ""dolma3_cc/industrial_high"": 0.01611328125, ""dolma3_cc/industrial_low"": 0.0, ""dolma3_cc/literature_high"": 0.03515625, ""dolma3_cc/literature_low"": 0.0009765625, ""dolma3_cc/science_math_and_technology_high"": 0.0244140625, ""dolma3_cc/science_math_and_technology_low"": 0.0009765625, ""dolma3_finemath_3plus"": 0.00634765625, ""dolma3_stack_edu"": 0.02197265625, ""dolma3_wikipedia"": 0.0, ""dolmino_common_crawl_hq"": 0.20556640625, ""dolmino_olmocr_pdfs_hq"": 0.0458984375, ""dolmino_stack_edu_fim"": 0.0, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.0, ""dolmino_synth_instruction"": 0.0, ""dolmino_synth_math"": 0.0, ""dolmino_synth_qa"": 0.1005859375, ""dolmino_synth_thinking"": 0.0}"
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,5.0,0.4921875,0.566383684662789,4.924024680986465,9.405571234274749,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.0, ""dolma3_cc/art_and_design_low"": 0.1787109375, ""dolma3_cc/crime_and_law_high"": 0.0, ""dolma3_cc/crime_and_law_low"": 0.0, ""dolma3_cc/education_and_jobs_high"": 0.0, ""dolma3_cc/education_and_jobs_low"": 0.00048828125, ""dolma3_cc/electronics_and_hardware_high"": 0.0, ""dolma3_cc/electronics_and_hardware_low"": 0.0, ""dolma3_cc/entertainment_high"": 0.1005859375, ""dolma3_cc/entertainment_low"": 0.00048828125, ""dolma3_cc/finance_and_business_high"": 0.07470703125, ""dolma3_cc/finance_and_business_low"": 0.08642578125, ""dolma3_cc/food_and_dining_high"": 0.16064453125, ""dolma3_cc/food_and_dining_low"": 0.0, ""dolma3_cc/games_high"": 0.0, ""dolma3_cc/games_low"": 0.0, ""dolma3_cc/health_high"": 0.00537109375, ""dolma3_cc/health_low"": 0.05712890625, ""dolma3_cc/history_and_geography_high"": 0.02880859375, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.00048828125, ""dolma3_cc/industrial_low"": 0.0, ""dolma3_cc/literature_high"": 0.0, ""dolma3_cc/literature_low"": 0.0, ""dolma3_cc/science_math_and_technology_high"": 0.0, ""dolma3_cc/science_math_and_technology_low"": 0.0, ""dolma3_finemath_3plus"": 0.0, ""dolma3_stack_edu"": 0.0, ""dolma3_wikipedia"": 0.0, ""dolmino_common_crawl_hq"": 0.17578125, ""dolmino_olmocr_pdfs_hq"": 0.0, ""dolmino_stack_edu_fim"": 0.0, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.0, ""dolmino_synth_instruction"": 0.0, ""dolmino_synth_math"": 0.0, ""dolmino_synth_qa"": 0.13037109375, ""dolmino_synth_thinking"": 0.0}"
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,1.0,0.73876953125,0.7459282545919969,3.46562056827971,9.405571234274749,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.0, ""dolma3_cc/art_and_design_low"": 0.0, ""dolma3_cc/crime_and_law_high"": 0.0, ""dolma3_cc/crime_and_law_low"": 0.0, ""dolma3_cc/education_and_jobs_high"": 0.0, ""dolma3_cc/education_and_jobs_low"": 0.0, ""dolma3_cc/electronics_and_hardware_high"": 0.0, ""dolma3_cc/electronics_and_hardware_low"": 0.0, ""dolma3_cc/entertainment_high"": 0.0, ""dolma3_cc/entertainment_low"": 0.0, ""dolma3_cc/finance_and_business_high"": 0.0, ""dolma3_cc/finance_and_business_low"": 0.0, ""dolma3_cc/food_and_dining_high"": 0.0, ""dolma3_cc/food_and_dining_low"": 0.0, ""dolma3_cc/games_high"": 0.0, ""dolma3_cc/games_low"": 0.0, ""dolma3_cc/health_high"": 0.0, ""dolma3_cc/health_low"": 0.0, ""dolma3_cc/history_and_geography_high"": 0.0, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.0, ""dolma3_cc/industrial_low"": 0.0, ""dolma3_cc/literature_high"": 0.0, ""dolma3_cc/literature_low"": 0.0, ""dolma3_cc/science_math_and_technology_high"": 0.65966796875, ""dolma3_cc/science_math_and_technology_low"": 0.0, ""dolma3_finemath_3plus"": 0.0, ""dolma3_stack_edu"": 0.0, ""dolma3_wikipedia"": 0.0, ""dolmino_common_crawl_hq"": 0.30224609375, ""dolmino_olmocr_pdfs_hq"": 0.0, ""dolmino_stack_edu_fim"": 0.0, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.0, ""dolmino_synth_instruction"": 0.0, ""dolmino_synth_math"": 0.0, ""dolmino_synth_qa"": 0.0380859375, ""dolmino_synth_thinking"": 0.0}"
fit_maximin_03,exposure_radial_stratified_maximin,True,dirichlet,1.0,0.9619140625,0.8920621519020702,4.937549729275595,9.405571234274749,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.0, ""dolma3_cc/art_and_design_low"": 0.0, ""dolma3_cc/crime_and_law_high"": 0.0, ""dolma3_cc/crime_and_law_low"": 0.0, ""dolma3_cc/education_and_jobs_high"": 0.0, ""dolma3_cc/education_and_jobs_low"": 0.0, ""dolma3_cc/electronics_and_hardware_high"": 0.0, ""dolma3_cc/electronics_and_hardware_low"": 0.0, ""dolma3_cc/entertainment_high"": 0.0, ""dolma3_cc/entertainment_low"": 0.0, ""dolma3_cc/finance_and_business_high"": 0.00048828125, ""dolma3_cc/finance_and_business_low"": 0.0, ""dolma3_cc/food_and_dining_high"": 0.0, ""dolma3_cc/food_and_dining_low"": 0.0, ""dolma3_cc/games_high"": 0.0, ""dolma3_cc/games_low"": 0.0, ""dolma3_cc/health_high"": 0.00048828125, ""dolma3_cc/health_low"": 0.0, ""dolma3_cc/history_and_geography_high"": 0.0, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.0, ""dolma3_cc/industrial_low"": 0.0, ""dolma3_cc/literature_high"": 0.9990234375, ""dolma3_cc/literature_low"": 0.0, ""dolma3_cc/science_math_and_technology_high"": 0.0, ""dolma3_cc/science_math_and_technology_low"": 0.0, ""dolma3_finemath_3plus"": 0.0, ""dolma3_stack_edu"": 0.0, ""dolma3_wikipedia"": 0.0, ""dolmino_common_crawl_hq"": 0.0, ""dolmino_olmocr_pdfs_hq"": 0.0, ""dolmino_stack_edu_fim"": 0.0, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.0, ""dolmino_synth_instruction"": 0.0, ""dolmino_synth_math"": 0.0, ""dolmino_synth_qa"": 0.0, ""dolmino_synth_thinking"": 0.0}"
fit_maximin_04,exposure_radial_stratified_maximin,True,dirichlet,100.0,0.2412109375,0.25118821762226146,13.593289855249457,22.998861089524205,"{""dolma3_arxiv"": 0.001953125, ""dolma3_cc/art_and_design_high"": 0.00927734375, ""dolma3_cc/art_and_design_low"": 0.0, ""dolma3_cc/crime_and_law_high"": 0.03759765625, ""dolma3_cc/crime_and_law_low"": 0.00634765625, ""dolma3_cc/education_and_jobs_high"": 0.06005859375, ""dolma3_cc/education_and_jobs_low"": 0.01123046875, ""dolma3_cc/electronics_and_hardware_high"": 0.00732421875, ""dolma3_cc/electronics_and_hardware_low"": 0.02392578125, ""dolma3_cc/entertainment_high"": 0.01416015625, ""dolma3_cc/entertainment_low"": 0.01611328125, ""dolma3_cc/finance_and_business_high"": 0.06640625, ""dolma3_cc/finance_and_business_low"": 0.03125, ""dolma3_cc/food_and_dining_high"": 0.01123046875, ""dolma3_cc/food_and_dining_low"": 0.01171875, ""dolma3_cc/games_high"": 0.02685546875, ""dolma3_cc/games_low"": 0.001953125, ""dolma3_cc/health_high"": 0.06640625, ""dolma3_cc/health_low"": 0.0302734375, ""dolma3_cc/history_and_geography_high"": 0.02197265625, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.01318359375, ""dolma3_cc/industrial_low"": 0.0009765625, ""dolma3_cc/literature_high"": 0.04736328125, ""dolma3_cc/literature_low"": 0.0048828125, ""dolma3_cc/science_math_and_technology_high"": 0.07861328125, ""dolma3_cc/science_math_and_technology_low"": 0.0283203125, ""dolma3_finemath_3plus"": 0.0, ""dolma3_stack_edu"": 0.013671875, ""dolma3_wikipedia"": 0.0390625, ""dolmino_common_crawl_hq"": 0.25830078125, ""dolmino_olmocr_pdfs_hq"": 0.00927734375, ""dolmino_stack_edu_fim"": 0.0078125, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.00048828125, ""dolmino_synth_instruction"": 0.00048828125, ""dolmino_synth_math"": 0.00244140625, ""dolmino_synth_qa"": 0.0380859375, ""dolmino_synth_thinking"": 0.0009765625}"
fit_maximin_05,exposure_radial_stratified_maximin,True,dirichlet,5.0,0.4697265625,0.5530939359513201,11.235111656246534,12.656127398467698,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.0, ""dolma3_cc/art_and_design_low"": 0.0, ""dolma3_cc/crime_and_law_high"": 0.00390625, ""dolma3_cc/crime_and_law_low"": 0.0, ""dolma3_cc/education_and_jobs_high"": 0.05712890625, ""dolma3_cc/education_and_jobs_low"": 0.0009765625, ""dolma3_cc/electronics_and_hardware_high"": 0.00048828125, ""dolma3_cc/electronics_and_hardware_low"": 0.0, ""dolma3_cc/entertainment_high"": 0.0, ""dolma3_cc/entertainment_low"": 0.0, ""dolma3_cc/finance_and_business_high"": 0.12158203125, ""dolma3_cc/finance_and_business_low"": 0.03515625, ""dolma3_cc/food_and_dining_high"": 0.005859375, ""dolma3_cc/food_and_dining_low"": 0.0, ""dolma3_cc/games_high"": 0.00048828125, ""dolma3_cc/games_low"": 0.0, ""dolma3_cc/health_high"": 0.03662109375, ""dolma3_cc/health_low"": 0.013671875, ""dolma3_cc/history_and_geography_high"": 0.001953125, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.0009765625, ""dolma3_cc/industrial_low"": 0.0, ""dolma3_cc/literature_high"": 0.02587890625, ""dolma3_cc/literature_low"": 0.0, ""dolma3_cc/science_math_and_technology_high"": 0.05322265625, ""dolma3_cc/science_math_and_technology_low"": 0.0, ""dolma3_finemath_3plus"": 0.0, ""dolma3_stack_edu"": 0.0, ""dolma3_wikipedia"": 0.0, ""dolmino_common_crawl_hq"": 0.21826171875, ""dolmino_olmocr_pdfs_hq"": 0.0146484375, ""dolmino_stack_edu_fim"": 0.0, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.0, ""dolmino_synth_instruction"": 0.013671875, ""dolmino_synth_math"": 0.0, ""dolmino_synth_qa"": 0.04443359375, ""dolmino_synth_thinking"": 0.35107421875}"
fit_maximin_06,exposure_radial_stratified_maximin,True,dirichlet,1.0,0.7265625,0.7841920173571293,8.294759440870589,9.405571234274749,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.74169921875, ""dolma3_cc/art_and_design_low"": 0.0, ""dolma3_cc/crime_and_law_high"": 0.0, ""dolma3_cc/crime_and_law_low"": 0.0, ""dolma3_cc/education_and_jobs_high"": 0.0, ""dolma3_cc/education_and_jobs_low"": 0.0, ""dolma3_cc/electronics_and_hardware_high"": 0.0, ""dolma3_cc/electronics_and_hardware_low"": 0.0, ""dolma3_cc/entertainment_high"": 0.0, ""dolma3_cc/entertainment_low"": 0.0, ""dolma3_cc/finance_and_business_high"": 0.0, ""dolma3_cc/finance_and_business_low"": 0.01220703125, ""dolma3_cc/food_and_dining_high"": 0.0, ""dolma3_cc/food_and_dining_low"": 0.0, ""dolma3_cc/games_high"": 0.0, ""dolma3_cc/games_low"": 0.0, ""dolma3_cc/health_high"": 0.0, ""dolma3_cc/health_low"": 0.0, ""dolma3_cc/history_and_geography_high"": 0.0, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.0, ""dolma3_cc/industrial_low"": 0.0, ""dolma3_cc/literature_high"": 0.0, ""dolma3_cc/literature_low"": 0.0, ""dolma3_cc/science_math_and_technology_high"": 0.0, ""dolma3_cc/science_math_and_technology_low"": 0.0, ""dolma3_finemath_3plus"": 0.0, ""dolma3_stack_edu"": 0.0, ""dolma3_wikipedia"": 0.0, ""dolmino_common_crawl_hq"": 0.189453125, ""dolmino_olmocr_pdfs_hq"": 0.0, ""dolmino_stack_edu_fim"": 0.0, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.0, ""dolmino_synth_instruction"": 0.0, ""dolmino_synth_math"": 0.0, ""dolmino_synth_qa"": 0.056640625, ""dolmino_synth_thinking"": 0.0}"
fit_maximin_07,exposure_radial_stratified_maximin,True,dirichlet,1.0,0.9677734375,0.905804845038757,5.651069821597932,9.405571234274749,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.0, ""dolma3_cc/art_and_design_low"": 0.0, ""dolma3_cc/crime_and_law_high"": 0.0, ""dolma3_cc/crime_and_law_low"": 0.0, ""dolma3_cc/education_and_jobs_high"": 0.0, ""dolma3_cc/education_and_jobs_low"": 0.0, ""dolma3_cc/electronics_and_hardware_high"": 0.0, ""dolma3_cc/electronics_and_hardware_low"": 0.0, ""dolma3_cc/entertainment_high"": 0.0, ""dolma3_cc/entertainment_low"": 0.0, ""dolma3_cc/finance_and_business_high"": 0.0, ""dolma3_cc/finance_and_business_low"": 0.0, ""dolma3_cc/food_and_dining_high"": 0.0, ""dolma3_cc/food_and_dining_low"": 0.0, ""dolma3_cc/games_high"": 1.0, ""dolma3_cc/games_low"": 0.0, ""dolma3_cc/health_high"": 0.0, ""dolma3_cc/health_low"": 0.0, ""dolma3_cc/history_and_geography_high"": 0.0, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.0, ""dolma3_cc/industrial_low"": 0.0, ""dolma3_cc/literature_high"": 0.0, ""dolma3_cc/literature_low"": 0.0, ""dolma3_cc/science_math_and_technology_high"": 0.0, ""dolma3_cc/science_math_and_technology_low"": 0.0, ""dolma3_finemath_3plus"": 0.0, ""dolma3_stack_edu"": 0.0, ""dolma3_wikipedia"": 0.0, ""dolmino_common_crawl_hq"": 0.0, ""dolmino_olmocr_pdfs_hq"": 0.0, ""dolmino_stack_edu_fim"": 0.0, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.0, ""dolmino_synth_instruction"": 0.0, ""dolmino_synth_math"": 0.0, ""dolmino_synth_qa"": 0.0, ""dolmino_synth_thinking"": 0.0}"
fit_maximin_08,exposure_radial_stratified_maximin,True,dirichlet,100.0,0.22900390625,0.25338416698122596,16.860378027912695,21.115512165140476,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.0078125, ""dolma3_cc/art_and_design_low"": 0.00390625, ""dolma3_cc/crime_and_law_high"": 0.05224609375, ""dolma3_cc/crime_and_law_low"": 0.0048828125, ""dolma3_cc/education_and_jobs_high"": 0.0439453125, ""dolma3_cc/education_and_jobs_low"": 0.0068359375, ""dolma3_cc/electronics_and_hardware_high"": 0.04150390625, ""dolma3_cc/electronics_and_hardware_low"": 0.01220703125, ""dolma3_cc/entertainment_high"": 0.0615234375, ""dolma3_cc/entertainment_low"": 0.017578125, ""dolma3_cc/finance_and_business_high"": 0.087890625, ""dolma3_cc/finance_and_business_low"": 0.01904296875, ""dolma3_cc/food_and_dining_high"": 0.0146484375, ""dolma3_cc/food_and_dining_low"": 0.00341796875, ""dolma3_cc/games_high"": 0.0380859375, ""dolma3_cc/games_low"": 0.01220703125, ""dolma3_cc/health_high"": 0.0517578125, ""dolma3_cc/health_low"": 0.0390625, ""dolma3_cc/history_and_geography_high"": 0.00390625, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.00048828125, ""dolma3_cc/industrial_low"": 0.0009765625, ""dolma3_cc/literature_high"": 0.056640625, ""dolma3_cc/literature_low"": 0.00634765625, ""dolma3_cc/science_math_and_technology_high"": 0.05322265625, ""dolma3_cc/science_math_and_technology_low"": 0.00537109375, ""dolma3_finemath_3plus"": 0.0009765625, ""dolma3_stack_edu"": 0.03857421875, ""dolma3_wikipedia"": 0.00048828125, ""dolmino_common_crawl_hq"": 0.125, ""dolmino_olmocr_pdfs_hq"": 0.021484375, ""dolmino_stack_edu_fim"": 0.0263671875, ""dolmino_stem_heavy_crawl"": 0.06884765625, ""dolmino_synth_code"": 0.00146484375, ""dolmino_synth_instruction"": 0.0, ""dolmino_synth_math"": 0.00537109375, ""dolmino_synth_qa"": 0.06201171875, ""dolmino_synth_thinking"": 0.00390625}"
fit_maximin_09,exposure_radial_stratified_maximin,True,dirichlet,5.0,0.47900390625,0.5511304339167112,16.626710673574298,24.468445559136377,"{""dolma3_arxiv"": 0.0, ""dolma3_cc/art_and_design_high"": 0.0, ""dolma3_cc/art_and_design_low"": 0.0, ""dolma3_cc/crime_and_law_high"": 0.0, ""dolma3_cc/crime_and_law_low"": 0.0, ""dolma3_cc/education_and_jobs_high"": 0.01513671875, ""dolma3_cc/education_and_jobs_low"": 0.05029296875, ""dolma3_cc/electronics_and_hardware_high"": 0.02978515625, ""dolma3_cc/electronics_and_hardware_low"": 0.0, ""dolma3_cc/entertainment_high"": 0.06005859375, ""dolma3_cc/entertainment_low"": 0.01123046875, ""dolma3_cc/finance_and_business_high"": 0.07080078125, ""dolma3_cc/finance_and_business_low"": 0.001953125, ""dolma3_cc/food_and_dining_high"": 0.076171875, ""dolma3_cc/food_and_dining_low"": 0.0, ""dolma3_cc/games_high"": 0.01220703125, ""dolma3_cc/games_low"": 0.0009765625, ""dolma3_cc/health_high"": 0.00341796875, ""dolma3_cc/health_low"": 0.00048828125, ""dolma3_cc/history_and_geography_high"": 0.0, ""dolma3_cc/history_and_geography_low"": 0.0, ""dolma3_cc/industrial_high"": 0.0, ""dolma3_cc/industrial_low"": 0.0, ""dolma3_cc/literature_high"": 0.0, ""dolma3_cc/literature_low"": 0.095703125, ""dolma3_cc/science_math_and_technology_high"": 0.03515625, ""dolma3_cc/science_math_and_technology_low"": 0.05712890625, ""dolma3_finemath_3plus"": 0.0, ""dolma3_stack_edu"": 0.0, ""dolma3_wikipedia"": 0.0, ""dolmino_common_crawl_hq"": 0.2021484375, ""dolmino_olmocr_pdfs_hq"": 0.00244140625, ""dolmino_stack_edu_fim"": 0.00048828125, ""dolmino_stem_heavy_crawl"": 0.0, ""dolmino_synth_code"": 0.24560546875, ""dolmino_synth_instruction"": 0.0, ""dolmino_synth_math"": 0.0, ""dolmino_synth_qa"": 0.02880859375, ""dolmino_synth_thinking"": 0.0}"
