continuation_id,role,fit_budget,source,concentration,bucket,phase_1_count,phase_1_weight,phase_1_materialized_epochs,historical_phase_1_bucket_epoch_cap,historical_total_bucket_epoch_cap
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_arxiv,10,0.0048828125,0.22078592201179956,8.191919978715855,27.953842953981127
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/art_and_design_high,40,0.01953125,0.218426845052551,1.7464690588686655,8.086179032045354
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/art_and_design_low,18,0.0087890625,0.2421651482452375,4.33472773227391,14.1945850326734
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/crime_and_law_high,39,0.01904296875,0.1582198365157573,1.8641689185407184,5.7031512182726285
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/crime_and_law_low,21,0.01025390625,0.18965753047172138,3.233630017403927,10.242841081068676
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/education_and_jobs_high,80,0.0390625,0.19850149644387627,0.7128192461873092,4.532161203685466
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/education_and_jobs_low,32,0.015625,0.16210049095804965,2.752006254127114,6.411329770360684
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/electronics_and_hardware_high,38,0.0185546875,0.17870194939544823,1.1775030872507881,5.261217930594374
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/electronics_and_hardware_low,19,0.00927734375,0.1900938962252168,2.5572692537793955,9.48159517050724
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/entertainment_high,106,0.0517578125,0.15607765359859746,0.5722384864397412,2.932529010266612
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/entertainment_low,60,0.029296875,0.2427667375181457,1.5319940124119213,7.406276377870158
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/finance_and_business_high,149,0.07275390625,0.1707712933567237,0.3117838104347911,1.768739380142504
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/finance_and_business_low,77,0.03759765625,0.18520982954648638,0.9523976870420865,2.5511794688992504
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/food_and_dining_high,54,0.0263671875,0.19706268025685686,1.9578153350016174,3.616706220985414
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/food_and_dining_low,24,0.01171875,0.1779363655478827,2.185383375609119,8.65095163254229
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/games_high,72,0.03515625,0.19867042341555224,0.8176807938748492,4.276774771043717
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/games_low,24,0.01171875,0.1766337969626017,2.0851489808841954,11.171025996870545
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/health_high,106,0.0517578125,0.1517567006339427,0.5007123062420487,1.4929275856518842
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/health_low,63,0.03076171875,0.21162557019973108,1.2553488934225714,4.69944929616892
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/history_and_geography_high,45,0.02197265625,0.20764341416455906,1.5344196788573083,7.454541478448181
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/history_and_geography_low,6,0.0029296875,0.10060398858916178,5.8294805539541,18.195508643021267
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/industrial_high,24,0.01171875,0.1832036095690551,2.8763861032801508,8.722271461529425
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/industrial_low,17,0.00830078125,0.245092608426493,5.298904130910751,21.831337345011402
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/literature_high,67,0.03271484375,0.16168906738097008,0.8247294804131762,2.2777679606051047
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/literature_low,16,0.0078125,0.14481579806717687,1.862570623457864,14.559838419550267
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/science_math_and_technology_high,79,0.03857421875,0.2026528681673557,0.6111670776301927,4.818658743238675
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_cc/science_math_and_technology_low,29,0.01416015625,0.16296582919657787,1.6922171815700033,8.034406875552962
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_finemath_3plus,12,0.005859375,0.22002766975183974,4.887372922596878,29.268340406672294
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_stack_edu,39,0.01904296875,0.18135446397530508,2.4355042239276807,6.852196443608214
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolma3_wikipedia,0,0.0,0.0,62.28165425173962,255.8246349460757
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_common_crawl_hq,402,0.1962890625,0.19021539468382265,0.19818754990155155,0.9817956549488722
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_olmocr_pdfs_hq,55,0.02685546875,0.16653287497009278,1.0126821161510144,3.501498534852587
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_stack_edu_fim,48,0.0234375,0.22351889998747898,1.4367110001837275,7.074697386280979
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_stem_heavy_crawl,0,0.0,0.0,37.67050276123716,191.14037250647107
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_synth_code,4,0.001953125,0.1322203632093397,10.203114659002141,45.40228037065072
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_synth_instruction,5,0.00244140625,0.17336780105170385,9.207340748685313,51.9511590435811
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_synth_math,6,0.0029296875,0.17142626810075928,7.557007785450807,49.372697153797134
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_synth_qa,156,0.076171875,0.18449572186827107,0.3067404626064787,2.3385043366517264
fit_maximin_00,exposure_radial_stratified_maximin,True,dirichlet,500.0,dolmino_synth_thinking,6,0.0029296875,0.09375614734002677,5.7672680940978855,20.18642749409473
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_arxiv,0,0.0,0.0,8.191919978715855,27.953842953981127
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/art_and_design_high,26,0.0126953125,0.14197744928415815,1.7464690588686655,8.086179032045354
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/art_and_design_low,3,0.00146484375,0.040360858040872916,4.33472773227391,14.1945850326734
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/crime_and_law_high,57,0.02783203125,0.2312443764461068,1.8641689185407184,5.7031512182726285
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/crime_and_law_low,6,0.0029296875,0.05418786584906325,3.233630017403927,10.242841081068676
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/education_and_jobs_high,50,0.0244140625,0.12406343527742267,0.7128192461873092,4.532161203685466
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/education_and_jobs_low,21,0.01025390625,0.10637844719122008,2.752006254127114,6.411329770360684
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/electronics_and_hardware_high,45,0.02197265625,0.21162072954724132,1.1775030872507881,5.261217930594374
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/electronics_and_hardware_low,1,0.00048828125,0.010004941906590358,2.5572692537793955,9.48159517050724
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/entertainment_high,137,0.06689453125,0.2017230051227156,0.5722384864397412,2.932529010266612
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/entertainment_low,36,0.017578125,0.1456600425108874,1.5319940124119213,7.406276377870158
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/finance_and_business_high,162,0.0791015625,0.18567080217308213,0.3117838104347911,1.768739380142504
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/finance_and_business_low,67,0.03271484375,0.1611566049300596,0.9523976870420865,2.5511794688992504
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/food_and_dining_high,69,0.03369140625,0.2518023136615393,1.9578153350016174,3.616706220985414
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/food_and_dining_low,1,0.00048828125,0.007414015231161779,2.185383375609119,8.65095163254229
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/games_high,29,0.01416015625,0.08002003165348633,0.8176807938748492,4.276774771043717
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/games_low,72,0.03515625,0.5299013908878051,2.0851489808841954,11.171025996870545
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/health_high,175,0.08544921875,0.2505417227447167,0.5007123062420487,1.4929275856518842
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/health_low,56,0.02734375,0.1881116179553165,1.2553488934225714,4.69944929616892
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/history_and_geography_high,75,0.03662109375,0.34607235694093175,1.5344196788573083,7.454541478448181
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/history_and_geography_low,0,0.0,0.0,5.8294805539541,18.195508643021267
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/industrial_high,36,0.017578125,0.27480541435358263,2.8763861032801508,8.722271461529425
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/industrial_low,12,0.005859375,0.1730065471245833,5.298904130910751,21.831337345011402
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/literature_high,57,0.02783203125,0.1375563707569447,0.8247294804131762,2.2777679606051047
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/literature_low,13,0.00634765625,0.11766283592958121,1.862570623457864,14.559838419550267
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/science_math_and_technology_high,55,0.02685546875,0.1410874398633489,0.6111670776301927,4.818658743238675
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/science_math_and_technology_low,26,0.0126953125,0.14610729514175946,1.6922171815700033,8.034406875552962
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_finemath_3plus,18,0.0087890625,0.3300415046277596,4.887372922596878,29.268340406672294
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_stack_edu,64,0.03125,0.29760732549793656,2.4355042239276807,6.852196443608214
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_wikipedia,0,0.0,0.0,62.28165425173962,255.8246349460757
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_common_crawl_hq,404,0.197265625,0.19116173993100583,0.19818754990155155,0.9817956549488722
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_olmocr_pdfs_hq,28,0.013671875,0.08478037271204725,1.0126821161510144,3.501498534852587
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_stack_edu_fim,66,0.0322265625,0.3073384874827836,1.4367110001837275,7.074697386280979
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_stem_heavy_crawl,28,0.013671875,3.348160175756106,37.67050276123716,191.14037250647107
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_synth_code,3,0.00146484375,0.09916527240700476,10.203114659002141,45.40228037065072
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_synth_instruction,0,0.0,0.0,9.207340748685313,51.9511590435811
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_synth_math,0,0.0,0.0,7.557007785450807,49.372697153797134
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_synth_qa,149,0.07275390625,0.1762170676818743,0.3067404626064787,2.3385043366517264
fit_maximin_01,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolmino_synth_thinking,1,0.00048828125,0.015626024556671128,5.7672680940978855,20.18642749409473
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_arxiv,3,0.00146484375,0.06623577660353987,8.191919978715855,27.953842953981127
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/art_and_design_high,12,0.005859375,0.0655280535157653,1.7464690588686655,8.086179032045354
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/art_and_design_low,11,0.00537109375,0.147989812816534,4.33472773227391,14.1945850326734
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/crime_and_law_high,16,0.0078125,0.06491070216031068,1.8641689185407184,5.7031512182726285
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/crime_and_law_low,29,0.01416015625,0.2619080182704724,3.233630017403927,10.242841081068676
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/education_and_jobs_high,57,0.02783203125,0.14143231621626184,0.7128192461873092,4.532161203685466
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/education_and_jobs_low,74,0.0361328125,0.37485738534048985,2.752006254127114,6.411329770360684
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/electronics_and_hardware_high,44,0.021484375,0.20691804666841374,1.1775030872507881,5.261217930594374
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/electronics_and_hardware_low,6,0.0029296875,0.06002965143954215,2.5572692537793955,9.48159517050724
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/entertainment_high,120,0.05859375,0.17669168331916693,0.5722384864397412,2.932529010266612
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/entertainment_low,117,0.05712890625,0.4733951381603841,1.5319940124119213,7.406276377870158
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/finance_and_business_high,155,0.07568359375,0.1776479897335045,0.3117838104347911,1.768739380142504
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/finance_and_business_low,26,0.0126953125,0.0625383840027097,0.9523976870420865,2.5511794688992504
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/food_and_dining_high,17,0.00830078125,0.062038251191973454,1.9578153350016174,3.616706220985414
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/food_and_dining_low,62,0.0302734375,0.4596689443320303,2.185383375609119,8.65095163254229
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/games_high,48,0.0234375,0.13244694894370151,0.8176807938748492,4.276774771043717
fit_maximin_02,exposure_radial_stratified_maximin,True,dirichlet,100.0,dolma3_cc/games_low,13,0.00634765625,0.09567664002140926,2.0851489808841954,11.171025996870545
