dataset,k,policy,seed,subset_id,selected_indices,success_rate,median_regret@1,median_regret@5,median_true_rank,median_rmse,median_spearman,median_runtime_s,subset_mean_pairwise_distance,subset_min_pairwise_distance,boundary_mass_005,full_pool_mean_coverage_distance,full_pool_max_coverage_distance,high_starcoder_epoch_fraction
two_phase_starcoder,10,oracle_hill_climb,1074,5-9-10-12-31-33-47-49-55-93,"[5, 9, 10, 12, 31, 33, 47, 49, 55, 93]",1.0,0.0,0.0,1.0,2.060646616769468,0.8442086648983201,7.711856000008993,0.3076097913417194,0.0080841961686281,0.55,0.11001321507912296,0.4487874324135498,0.3
two_phase_starcoder,10,oracle_hill_climb,1025,26-35-51-53-54-58-69-82-98-107,"[26, 35, 51, 53, 54, 58, 69, 82, 98, 107]",1.0,0.0,0.0,1.0,0.5011539117926974,0.95113212624457,8.3928931249975,0.3533884888623273,0.01269254811898393,0.2,0.08584507014252757,0.27696506860707837,0.3
two_phase_starcoder,10,oracle_hill_climb,1014,1-27-30-63-67-93-104-108-111-112,"[1, 27, 30, 63, 67, 93, 104, 108, 111, 112]",1.0,0.0,0.0,1.0,6.045777470268797,0.9197247530081114,10.267260958993575,0.3520236779719844,0.024999999999999984,0.45,0.07793261332375029,0.2947295536944402,0.3
two_phase_starcoder,10,oracle_hill_climb,1101,3-18-45-50-54-66-84-107-108-110,"[3, 18, 45, 50, 54, 66, 84, 107, 108, 110]",1.0,0.0,0.0,1.0,0.07092052761278572,0.9042940068427325,8.282447083009174,0.36587164667027133,0.0012461572248883765,0.45,0.10101247586108834,0.33898164496200506,0.3
two_phase_starcoder,10,oracle_hill_climb,1019,15-20-36-53-65-66-91-94-103-114,"[15, 20, 36, 53, 65, 66, 91, 94, 103, 114]",1.0,0.0,0.0,1.0,1.2634609699359425,0.9548533425594894,8.716001374996267,0.35171286447834277,0.008690895588862463,0.35,0.08497887019223663,0.3775322767995788,0.3
two_phase_starcoder,10,oracle_hill_climb,2012,11-41-47-55-81-86-87-100-106-108,"[11, 41, 47, 55, 81, 86, 87, 100, 106, 108]",1.0,0.0,0.0,1.0,0.042507604023291956,0.9531465036712412,10.267967708001379,0.39893810825964493,0.12157658792868671,0.35,0.07592711579568732,0.31094177303196197,0.3
two_phase_starcoder,10,oracle_hill_climb,1044,11-24-30-40-44-55-84-87-88-98,"[11, 24, 30, 40, 44, 55, 84, 87, 88, 98]",1.0,0.0,0.0,1.0,0.04627610480368286,0.9629723599738592,10.814467625008547,0.35604031915294276,0.012051907637171316,0.4,0.0896597854300789,0.3911098741872274,0.3
two_phase_starcoder,10,oracle_hill_climb,1079,18-50-61-63-87-90-100-102-105-110,"[18, 50, 61, 63, 87, 90, 100, 102, 105, 110]",1.0,0.0,0.0,1.0,0.04154628534402088,0.9393149579056627,12.921225624988438,0.46721017945054416,0.06379293391802582,0.4,0.09680806755672312,0.23879992457088595,0.3
two_phase_starcoder,10,random_observed,1025,26-51-53-54-58-64-69-82-98-107,"[26, 51, 53, 54, 58, 64, 69, 82, 98, 107]",1.0,6.878376007080078e-05,6.878376007080078e-05,2.0,1.0477000195457986,0.9292661361626879,13.722190332991886,0.39099923152471544,0.01269254811898393,0.25,0.08868544860160024,0.27696506860707837,0.3
two_phase_starcoder,10,oracle_hill_climb,1092,4-10-19-39-41-66-76-90-91-102,"[4, 10, 19, 39, 41, 66, 76, 90, 91, 102]",1.0,0.00032567977905262335,0.00032567977905262335,3.0,0.9930074091036047,0.9019182716334141,9.184398333993158,0.4073336557010573,0.040930611251236704,0.35,0.0876563881698188,0.3775322767995788,0.3
two_phase_starcoder,10,random_observed,1080,21-29-31-47-51-64-67-70-83-113,"[21, 29, 31, 47, 51, 64, 67, 70, 83, 113]",1.0,0.00548243522644043,0.0,19.0,1.5998264432611686,0.9194479683235306,12.197063375002472,0.34972503239613256,0.027988770925463965,0.4,0.0787346977380706,0.387998084082687,0.3
two_phase_starcoder,10,oracle_hill_climb,1046,7-8-33-38-40-42-68-78-89-108,"[7, 8, 33, 38, 40, 42, 68, 78, 89, 108]",1.0,0.0,0.0,1.0,0.2232754678107092,0.8739245761734518,8.207592917009606,0.40282610749334535,0.009622748027369663,0.4,0.08596725822908095,0.3048404393482629,0.3
two_phase_starcoder,10,oracle_hill_climb,1080,21-29-31-47-50-51-64-67-70-83,"[21, 29, 31, 47, 50, 51, 64, 67, 70, 83]",1.0,0.00032567977905262335,0.00032567977905262335,3.0,0.6660239522322284,0.8929073924576173,13.058138584005064,0.3754332280835182,0.027988770925463965,0.45,0.08378027163756097,0.387998084082687,0.3
two_phase_starcoder,10,random_observed,1019,2-15-20-36-65-79-91-94-103-114,"[2, 15, 20, 36, 65, 79, 91, 94, 103, 114]",1.0,0.0012335777282714844,0.00032567977905262335,6.0,4.706166218963678,0.9670549340714257,7.304695499988156,0.2811756403628866,0.0033434037276553474,0.3,0.09814914514964694,0.4414909707172434,0.3
two_phase_starcoder,10,random_observed,1014,27-30-33-63-67-90-93-104-111-112,"[27, 30, 33, 63, 67, 90, 93, 104, 111, 112]",1.0,0.0012335777282714844,0.00032567977905262335,6.0,5.195570701465183,0.8536500980279091,10.723013875001925,0.3563050625853126,0.024999999999999984,0.45,0.08287368339460385,0.39310534083482185,0.3
two_phase_starcoder,10,random_observed,1079,18-19-61-63-87-90-100-102-105-110,"[18, 19, 61, 63, 87, 90, 100, 102, 105, 110]",1.0,0.0012335777282714844,0.00032567977905262335,6.0,0.054802378796540346,0.9511244377811094,11.68216612499964,0.4438177907088263,0.07109035192428809,0.35,0.0786596028018265,0.23879992457088595,0.3
two_phase_starcoder,10,kcenter_observed,2012,41-47-55-68-81-86-87-100-106-108,"[41, 47, 55, 68, 81, 86, 87, 100, 106, 108]",1.0,0.0012335777282714844,0.00032567977905262335,6.0,0.047780376075098205,0.9484180986429862,14.738935542001855,0.44305656536359334,0.18928384792138275,0.4,0.08364863360014452,0.18592622289173666,0.3
two_phase_starcoder,10,random_observed,1049,2-20-30-68-77-87-90-106-110-112,"[2, 20, 30, 68, 77, 87, 90, 106, 110, 112]",1.0,0.11786991357803345,0.0012335777282714844,71.0,6.495681109292304,0.8029908122861646,12.081407709003543,0.39302597099459086,0.005347491861207115,0.5,0.10442341553523642,0.4362070660819742,0.3
two_phase_starcoder,10,random_observed,1044,11-24-30-40-44-51-84-88-94-98,"[11, 24, 30, 40, 44, 51, 84, 88, 94, 98]",1.0,0.0012335777282714844,0.00032567977905262335,6.0,0.6217457719738362,0.8969284588474994,10.460278707992984,0.3162368748970064,0.012051907637171316,0.25,0.0970772141442956,0.3911098741872274,0.3
two_phase_starcoder,10,random_observed,1043,1-8-29-33-37-46-55-92-95-106,"[1, 8, 29, 33, 37, 46, 55, 92, 95, 106]",1.0,0.0012335777282714844,0.00032567977905262335,6.0,5.682722268322169,0.9402606389113136,8.64514804200735,0.2716383817007449,0.015459507848687895,0.35,0.09802445637373364,0.4137802843130246,0.3
two_phase_starcoder,10,kcenter_observed,2011,32-50-51-56-62-72-82-84-109-114,"[32, 50, 51, 56, 62, 72, 82, 84, 109, 114]",1.0,0.0018771886825562634,0.0008053779602050781,7.0,0.14083079247419864,0.9330949909660555,12.16501291700115,0.4528993888554607,0.21108489850672565,0.35,0.08947275938368761,0.18426899986755546,0.3
two_phase_starcoder,10,random_observed,1011,4-5-11-28-45-58-61-69-96-113,"[4, 5, 11, 28, 45, 58, 61, 69, 96, 113]",1.0,0.0027552247047424316,0.00032567977905262335,9.0,7.087630331600896,0.9330873025025948,3.527455250005005,0.1674919356738449,0.00573109874373566,0.3,0.12611474196137173,0.6540124301682837,0.3
two_phase_starcoder,10,random_observed,1022,3-19-27-36-45-54-65-80-86-91,"[3, 19, 27, 36, 45, 54, 65, 80, 86, 91]",1.0,0.0027552247047424316,6.878376007080078e-05,9.0,6.240779441996323,0.9313420212970438,4.131745875012712,0.2230678264675612,0.0012461572248883765,0.35,0.11187295039677601,0.4640204236918947,0.3
two_phase_starcoder,10,random_observed,1099,1-3-24-46-54-82-96-108-111-112,"[1, 3, 24, 46, 54, 82, 96, 108, 111, 112]",1.0,0.0027552247047424316,6.878376007080078e-05,9.0,5.1582586599470535,0.9285203552070119,4.383831707993522,0.2623291184666913,0.024999999999999984,0.35,0.09940818555419402,0.5092751421281859,0.3
